,ip.src,pkt_count,pkt_length,tcp_perc,udp_perc,icmp_perc,ratio_comm,type,device_type
319,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
320,192.168.1.163,4,88.5,0,1,0,0.25,5,8
321,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
322,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
323,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
324,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
325,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
326,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
327,192.168.1.163,4,88.5,0,1,0,0.25,5,8
328,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
329,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
330,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
331,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
332,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
333,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
334,192.168.1.163,4,88.5,0,1,0,0.25,5,8
335,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
336,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
337,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
338,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
339,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
340,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
341,192.168.1.163,4,88.5,0,1,0,0.25,5,8
342,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
343,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
344,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
345,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
346,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
347,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
348,192.168.1.163,4,88.5,0,1,0,0.25,5,8
349,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
350,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
351,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
352,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
353,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
354,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
355,192.168.1.163,4,88.5,0,1,0,0.25,5,8
356,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
357,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
358,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
359,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
360,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
361,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
362,192.168.1.163,4,88.5,0,1,0,0.25,5,8
363,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
364,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
365,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
366,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
367,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
368,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
369,192.168.1.163,4,88.5,0,1,0,0.25,5,8
370,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
371,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
372,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
373,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
374,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
375,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
376,192.168.1.163,4,88.5,0,1,0,0.25,5,8
377,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
378,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
379,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
380,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
381,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
382,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
383,192.168.1.163,4,88.5,0,1,0,0.25,5,8
384,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
385,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
386,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
387,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
388,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
389,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
390,192.168.1.163,4,88.5,0,1,0,0.25,5,8
391,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
392,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
393,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
394,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
395,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
396,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
397,192.168.1.163,4,88.5,0,1,0,0.25,5,8
398,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
399,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
400,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
401,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
402,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
403,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
404,192.168.1.163,4,88.5,0,1,0,0.25,5,8
405,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
406,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
407,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
408,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
409,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
410,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
411,192.168.1.163,4,88.5,0,1,0,0.25,5,8
412,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
413,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
414,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
415,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
416,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
417,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
418,192.168.1.163,4,88.5,0,1,0,0.25,5,8
419,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
420,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
421,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
422,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
423,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
424,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
425,192.168.1.163,4,88.5,0,1,0,0.25,5,8
426,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
427,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
428,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
429,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
430,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
431,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
432,192.168.1.163,4,88.5,0,1,0,0.25,5,8
433,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
434,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
435,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
436,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
437,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
438,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
439,192.168.1.163,4,88.5,0,1,0,0.25,5,8
440,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
441,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
442,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
443,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
444,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
445,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
446,192.168.1.163,4,88.5,0,1,0,0.25,5,8
447,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
448,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
449,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
450,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
451,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
452,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
453,192.168.1.163,4,88.5,0,1,0,0.25,5,8
454,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
455,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
456,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
457,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
458,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
459,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
460,192.168.1.163,4,88.5,0,1,0,0.25,5,8
461,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
462,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
463,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
464,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
465,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
466,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
467,192.168.1.163,4,88.5,0,1,0,0.25,5,8
468,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
469,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
470,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
471,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
472,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
473,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
474,192.168.1.163,4,88.5,0,1,0,0.25,5,8
475,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
476,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
477,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
478,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
479,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
480,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
481,192.168.1.163,4,88.5,0,1,0,0.25,5,8
482,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
483,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
484,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
485,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
486,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
487,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
488,192.168.1.163,4,88.5,0,1,0,0.25,5,8
489,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
490,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
491,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
492,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
493,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
494,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
495,192.168.1.163,4,88.5,0,1,0,0.25,5,8
496,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
497,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
498,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
499,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
500,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
501,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
502,192.168.1.163,4,88.5,0,1,0,0.25,5,8
503,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
504,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
505,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
506,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
507,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
508,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
509,192.168.1.163,4,88.5,0,1,0,0.25,5,8
510,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
511,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
512,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
513,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
514,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
515,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
516,192.168.1.163,4,88.5,0,1,0,0.25,5,8
517,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
518,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
519,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
520,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
521,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
522,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
523,192.168.1.163,4,88.5,0,1,0,0.25,5,8
524,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
525,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
526,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
527,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
528,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
529,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
530,192.168.1.163,4,88.5,0,1,0,0.25,5,8
531,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
532,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
533,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
534,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
535,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
536,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
537,192.168.1.163,4,88.5,0,1,0,0.25,5,8
538,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
539,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
540,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
541,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
542,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
543,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
544,192.168.1.163,4,88.5,0,1,0,0.25,5,8
545,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
546,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
547,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
548,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
549,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
550,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
551,192.168.1.163,4,88.5,0,1,0,0.25,5,8
552,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
553,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
554,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
555,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
556,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
557,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
558,192.168.1.163,4,88.5,0,1,0,0.25,5,8
559,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
560,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
561,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
562,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
563,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
564,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
565,192.168.1.163,4,88.5,0,1,0,0.25,5,8
566,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
567,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
568,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
569,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
570,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
571,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
572,192.168.1.163,4,88.5,0,1,0,0.25,5,8
573,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
574,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
575,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
576,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
577,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
578,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
579,192.168.1.163,4,88.5,0,1,0,0.25,5,8
580,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
581,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
582,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
583,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
584,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
585,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
586,192.168.1.163,4,88.5,0,1,0,0.25,5,8
587,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
588,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
589,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
590,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
591,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
592,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
593,192.168.1.163,4,88.5,0,1,0,0.25,5,8
594,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
595,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
596,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
597,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
598,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
599,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
600,192.168.1.163,4,88.5,0,1,0,0.25,5,8
601,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
602,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
603,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
604,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
605,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
606,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
607,192.168.1.163,4,88.5,0,1,0,0.25,5,8
608,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
609,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
610,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
611,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
612,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
613,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
614,192.168.1.163,4,88.5,0,1,0,0.25,5,8
615,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
616,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
617,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
618,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
619,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
620,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
621,192.168.1.163,4,88.5,0,1,0,0.25,5,8
622,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
623,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
624,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
625,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
626,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
627,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
628,192.168.1.163,4,88.5,0,1,0,0.25,5,8
629,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
630,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
631,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
632,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
633,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
634,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
635,192.168.1.163,4,88.5,0,1,0,0.25,5,8
636,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
637,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
638,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
639,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
